cve_id,description,av,ac,pr,ui,s,c,i,a
CVE-2024-22235,VMware Aria Operations contains a local privilege escalation vulnerability. A malicious actor with administrative access to the local system can escalate privileges to 'root'.,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2024-0593,The Simple Job Board plugin for WordPress is vulnerable to unauthorized access of data| due to insufficient authorization checking on the fetch_quick_job() function in all versions up to  and including  2.10.8. This makes it possible for unauthenticated attackers to fetch arbitrary posts  which can be password protected or private and contain sensitive information.,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE
CVE-2024-1081,The 3D FlipBook – PDF Flipbook WordPress plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's bookmark feature in all versions up to  and including  1.15.3 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE
CVE-2024-24843,Cross-Site Request Forgery (CSRF) vulnerability in PowerPack Addons for Elementor PowerPack Pro for Elementor.This issue affects PowerPack Pro for Elementor: from n/a before 2.10.8.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,HIGH
CVE-2024-24849,Cross-Site Request Forgery (CSRF) vulnerability in Mark Stockton Quicksand Post Filter jQuery Plugin.This issue affects Quicksand Post Filter jQuery Plugin: from n/a through 3.1.1.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE
CVE-2024-24872,Cross-Site Request Forgery (CSRF) vulnerability in Themify Themify Builder.This issue affects Themify Builder: from n/a through 7.0.5.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE
CVE-2024-24876,Cross-Site Request Forgery (CSRF) vulnerability in Janis Elsts Admin Menu Editor.This issue affects Admin Menu Editor: from n/a through 1.12.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE
CVE-2024-25904,Cross-Site Request Forgery (CSRF) vulnerability in David Stockl TinyMCE and TinyMCE Advanced Professsional Formats and Styles.This issue affects TinyMCE and TinyMCE Advanced Professsional Formats and Styles: from n/a through 1.1.2.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE
CVE-2024-25905,Cross-Site Request Forgery (CSRF) vulnerability in Mondula GmbH Multi Step Form.This issue affects Multi Step Form: from n/a through 1.7.18.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,LOW
CVE-2024-24798,Cross-Site Request Forgery (CSRF) vulnerability in SoniNow Team Debug.This issue affects Debug: from n/a through 1.10.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE
CVE-2024-24802,Cross-Site Request Forgery (CSRF) vulnerability in John Tendik JTRT Responsive Tables.This issue affects JTRT Responsive Tables: from n/a through 4.1.9.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE
CVE-2024-24837,Cross-Site Request Forgery (CSRF) vulnerability in Frédéric GILLES FG PrestaShop to WooCommerce  Frédéric GILLES FG Drupal to WordPress  Frédéric GILLES FG Joomla to WordPress.This issue affects FG PrestaShop to WooCommerce: from n/a through 4.44.3; FG Drupal to WordPress: from n/a through 3.67.0; FG Joomla to WordPress: from n/a through 4.15.0.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE
CVE-2023-47795,Stored cross-site scripting (XSS) vulnerability in the Document and Media widget in Liferay Portal 7.4.3.18 through 7.4.3.101  and Liferay DXP 2023.Q3 before patch 6  and 7.4 update 18 through 92 allows remote authenticated users to inject arbitrary web script or HTML via a crafted payload injected into a document's “Title” text field.,NETWORK,LOW,LOW,REQUIRED,CHANGED,HIGH,HIGH,HIGH
CVE-2023-33843,IBM InfoSphere Information Server 11.7 is vulnerable to cross-site scripting. This vulnerability allows users to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session.  IBM X-Force ID:  256544.,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE
CVE-2023-50955,IBM InfoSphere Information Server 11.7 could allow an authenticated privileged user to obtain the absolute path of the web server installation which could aid in further attacks against the system.  IBM X-Force ID:  275777.,ADJACENT_NETWORK,LOW,HIGH,NONE,UNCHANGED,LOW,NONE,NONE
CVE-2023-46241,`discourse-microsoft-auth` is a plugin that enables authentication via Microsoft. On sites with the `discourse-microsoft-auth` plugin enabled  an attack can potentially take control of a victim's Discourse account. Sites that have configured their application's account type to any options other than `Accounts in this organizational directory only (O365 only - Single tenant)` are vulnerable. This vulnerability has been patched in commit c40665f44509724b64938c85def9fb2e79f62ec8 of `discourse-microsoft-auth`. A `microsoft_auth:revoke` rake task has also been added which will deactivate and log out all users that have connected their accounts to Microsoft. User API keys as well as API keys created by those users will also be revoked. The rake task will also remove the connection records to Microsoft for those users. This will allow affected users to re-verify their account emails as well as reconnect their Discourse account to Microsoft for authentication. As a workaround  disable the `discourse-microsoft-auth` plugin by setting the `microsoft_auth_enabled` site setting to `false`. Run the `microsoft_auth:log_out_users` rake task to log out all users with associated Microsoft accounts.,NETWORK,HIGH,NONE,NONE,CHANGED,HIGH,HIGH,HIGH
CVE-2024-1474,In WS_FTP Server versions before 8.8.5  reflected cross-site scripting issues have been identified on various user supplied inputs on the WS_FTP Server administrative interface.,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH
CVE-2024-1700,A vulnerability  which was classified as problematic  was found in keerti1924 PHP-MYSQL-User-Login-System 1.0. Affected is an unknown function of the file /signup.php. The manipulation of the argument username with the input <script>alert("xss")</script> leads to cross site scripting. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-254388. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE
CVE-2024-1701,A vulnerability has been found in keerti1924 PHP-MYSQL-User-Login-System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /edit.php. The manipulation leads to improper access controls. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-254389 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE
CVE-2024-1708,ConnectWise ScreenConnect 23.9.7 and prior are affected by path-traversal vulnerability  which may allow an attacker the ability to execute remote code or directly impact confidential data or critical systems.,NETWORK,LOW,HIGH,REQUIRED,CHANGED,HIGH,HIGH,HIGH
CVE-2024-1709,ConnectWise ScreenConnect 23.9.7 and prior are affected by an Authentication Bypass Using an Alternate Path or Channel vulnerability  which may allow an attacker direct access to confidential information or critical systems.,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,HIGH,HIGH
CVE-2024-1702,A vulnerability was found in keerti1924 PHP-MYSQL-User-Login-System 1.0 and classified as critical. Affected by this issue is some unknown functionality of the file /edit.php. The manipulation leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-254390 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW
CVE-2024-1703,A vulnerability was found in ZhongBangKeJi CRMEB 5.2.2. It has been classified as problematic. This affects the function openfile of the file /adminapi/system/file/openfile. The manipulation leads to absolute path traversal. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-254391. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE
CVE-2024-20325,A vulnerability in the Live Data server of Cisco Unified Intelligence Center could allow an unauthenticated  local attacker to read and modify data in a repository that belongs to an internal service on an affected device. This vulnerability is due to insufficient access control implementations on cluster configuration CLI requests. An attacker could exploit this vulnerability by sending a cluster configuration CLI request to specific directories on an affected device. A successful exploit could allow the attacker to read and modify data that is handled by an internal service on the affected device.,LOCAL,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE
CVE-2024-23346,Pymatgen (Python Materials Genomics) is an open-source Python library for materials analysis. A critical security vulnerability exists in the `JonesFaithfulTransformation.from_transformation_str()` method within the `pymatgen` library prior to version 2024.2.20. This method insecurely utilizes `eval()` for processing input  enabling execution of arbitrary code when parsing untrusted input. Version 2024.2.20 fixes this issue.,LOCAL,LOW,NONE,NONE,CHANGED,HIGH,HIGH,HIGH
CVE-2024-25117,php-svg-lib is a scalable vector graphics (SVG) file parsing/rendering library. Prior to version 0.5.2  php-svg-lib fails to validate that font-family doesn't contain a PHAR url  which might leads to RCE on PHP < 8.0  and doesn't validate if external references are allowed. This might leads to bypass of restrictions or RCE on projects that are using it  if they do not strictly revalidate the fontName that is passed by php-svg-lib. The `Style::fromAttributes(`)  or the `Style::parseCssStyle()` should check the content of the `font-family` and prevents it to use a PHAR url  to avoid passing an invalid and dangerous `fontName` value to other libraries. The same check as done in the `Style::fromStyleSheets` might be reused. Libraries using this library as a dependency might be vulnerable to some bypass of restrictions  or even remote code execution  if they do not double check the value of the `fontName` that is passed by php-svg-lib. Version 0.5.2 contains a fix for this issue.,LOCAL,LOW,NONE,NONE,CHANGED,LOW,LOW,LOW
CVE-2024-26130,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers. Starting in version 38.0.0 and prior to version 42.0.4  if `pkcs12.serialize_key_and_certificates` is called with both a certificate whose public key did not match the provided private key and an `encryption_algorithm` with `hmac_hash` set (via `PrivateFormat.PKCS12.encryption_builder().hmac_hash(...)`  then a NULL pointer dereference would occur  crashing the Python process. This has been resolved in version 42.0.4  the first version in which a `ValueError` is properly raised.,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH
CVE-2024-26133,EventStoreDB (ESDB) is an operational database built to store events. A vulnerability has been identified in the projections subsystem in versions 20 prior to 20.10.6  21 prior to 21.10.11  22 prior to 22.10.5  and 23 prior to 23.10.1. Only database instances that use custom projections are affected by this vulnerability. User passwords may become accessible to those who have access to the chunk files on disk  and users who have read access to system streams. Only users in the `$admins` group can access system streams by default. ESDB 23.10.1  22.10.5  21.10.11  and 20.10.6 contain a patch for this issue. Users should upgrade EventStoreDB  reset the passwords for current and previous members of `$admins` and `$ops` groups  and  if a password was reused in any other system  reset it in those systems to a unique password to follow best practices. If an upgrade cannot be done immediately  reset the passwords for current and previous members of `$admins` and `$ops` groups. Avoid creating custom projections until the patch has been applied.,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,LOW
